id,commit_ID,project,func_before,func_after,diff_lines,vul
8688,d50df341432df1049c6c85bf2dcda9eb0be04d73,ProjectKB,"public class main {
private void setupReRun() throws CommandException {
InstrumentUtils.incrJobCounter(getName(), 1, getInstrumentation());
LogUtils.setLogInfo(wfBean);
WorkflowInstance oldWfInstance = this.wfBean.getWorkflowInstance();
WorkflowInstance newWfInstance;
String appPath = null;
WorkflowAppService wps = Services.get().get(WorkflowAppService.class);
try {
XLog.Info.get().setParameter(DagXLogInfoService.TOKEN, conf.get(OozieClient.LOG_TOKEN));
WorkflowApp app = wps.parseDef(conf, null);
XConfiguration protoActionConf = wps.createProtoActionConf(conf, true);
WorkflowLib workflowLib = Services.get().get(WorkflowStoreService.class).getWorkflowLibWithNoDB();
appPath = conf.get(OozieClient.APP_PATH);
URI uri = new URI(appPath);
HadoopAccessorService has = Services.get().get(HadoopAccessorService.class);
Configuration fsConf = has.createConfiguration(uri.getAuthority());
FileSystem fs = has.createFileSystem(wfBean.getUser(), uri, fsConf);
Path configDefault = null;
Path path = new Path(uri.getPath());
if (!fs.isFile(path)) {
configDefault = new Path(path, SubmitXCommand.CONFIG_DEFAULT);
}
else {
configDefault = new Path(path.getParent(), SubmitXCommand.CONFIG_DEFAULT);
}
if (fs.exists(configDefault)) {
Configuration defaultConf = new XConfiguration(fs.open(configDefault));
PropertiesUtils.checkDisallowedProperties(defaultConf, DISALLOWED_DEFAULT_PROPERTIES);
XConfiguration.injectDefaults(defaultConf, conf);
}
PropertiesUtils.checkDisallowedProperties(conf, DISALLOWED_USER_PROPERTIES);
conf = ((XConfiguration) conf).resolve();
try {
newWfInstance = workflowLib.createInstance(app, conf, jobId);
}
catch (WorkflowException e) {
throw new CommandException(e);
}
String appName = ELUtils.resolveAppName(app.getName(), conf);
if (SLAService.isEnabled()) {
Element wfElem = XmlUtils.parseXml(app.getDefinition());
ELEvaluator evalSla = SubmitXCommand.createELEvaluatorForGroup(conf, ""wf-sla-submit"");
Element eSla = XmlUtils.getSLAElement(wfElem);
String jobSlaXml = null;
if (eSla != null) {
jobSlaXml = SubmitXCommand.resolveSla(eSla, evalSla);
}
writeSLARegistration(wfElem, jobSlaXml, newWfInstance.getId(),
conf.get(SubWorkflowActionExecutor.PARENT_ID), conf.get(OozieClient.USER_NAME), appName,
evalSla);
}
wfBean.setAppName(appName);
wfBean.setProtoActionConf(protoActionConf.toXmlString());
}
catch (WorkflowException ex) {
throw new CommandException(ex);
}
catch (IOException ex) {
throw new CommandException(ErrorCode.E0803, ex.getMessage(), ex);
}
catch (HadoopAccessorException ex) {
throw new CommandException(ex);
}
catch (URISyntaxException ex) {
throw new CommandException(ErrorCode.E0711, appPath, ex.getMessage(), ex);
}
catch (Exception ex) {
throw new CommandException(ErrorCode.E1007, ex.getMessage(), ex);
}
for (int i = 0; i < actions.size(); i++) {
if (!nodesToSkip.contains(actions.get(i).getName()) &&
!(conf.getBoolean(OozieClient.RERUN_FAIL_NODES, false) &&
SubWorkflowActionExecutor.ACTION_TYPE.equals(actions.get(i).getType()))) {
deleteList.add(actions.get(i));
LOG.info(""Deleting Action[{0}] for re-run"", actions.get(i).getId());
}
else {
copyActionData(newWfInstance, oldWfInstance);
}
}
wfBean.setAppPath(conf.get(OozieClient.APP_PATH));
wfBean.setConf(XmlUtils.prettyPrint(conf).toString());
wfBean.setLogToken(conf.get(OozieClient.LOG_TOKEN, """"));
wfBean.setUser(conf.get(OozieClient.USER_NAME));
String group = ConfigUtils.getWithDeprecatedCheck(conf, OozieClient.JOB_ACL, OozieClient.GROUP_NAME, null);
wfBean.setGroup(group);
wfBean.setExternalId(conf.get(OozieClient.EXTERNAL_ID));
wfBean.setEndTime(null);
wfBean.setRun(wfBean.getRun() + 1);
wfBean.setStatus(WorkflowJob.Status.PREP);
wfBean.setWorkflowInstance(newWfInstance);
try {
wfBean.setLastModifiedTime(new Date());
updateList.add(new UpdateEntry<WorkflowJobQuery>(WorkflowJobQuery.UPDATE_WORKFLOW_RERUN, wfBean));
BatchQueryExecutor.getInstance().executeBatchInsertUpdateDelete(null, updateList, deleteList);
}
catch (JPAExecutorException je) {
throw new CommandException(je);
}
finally {
updateParentIfNecessary(wfBean);
}
}","public class main {
private void setupReRun() throws CommandException {
InstrumentUtils.incrJobCounter(getName(), 1, getInstrumentation());
LogUtils.setLogInfo(wfBean);
WorkflowInstance oldWfInstance = this.wfBean.getWorkflowInstance();
WorkflowInstance newWfInstance;
String appPath = null;
WorkflowAppService wps = Services.get().get(WorkflowAppService.class);
try {
XLog.Info.get().setParameter(DagXLogInfoService.TOKEN, conf.get(OozieClient.LOG_TOKEN));
WorkflowApp app = wps.parseDef(conf, null);
XConfiguration protoActionConf = wps.createProtoActionConf(conf, true);
WorkflowLib workflowLib = Services.get().get(WorkflowStoreService.class).getWorkflowLibWithNoDB();
appPath = conf.get(OozieClient.APP_PATH);
URI uri = new URI(appPath);
HadoopAccessorService has = Services.get().get(HadoopAccessorService.class);
Configuration fsConf = has.createConfiguration(uri.getAuthority());
FileSystem fs = has.createFileSystem(wfBean.getUser(), uri, fsConf);
Path configDefault = null;
Path path = new Path(uri.getPath());
if (!fs.isFile(path)) {
configDefault = new Path(path, SubmitXCommand.CONFIG_DEFAULT);
}
else {
configDefault = new Path(path.getParent(), SubmitXCommand.CONFIG_DEFAULT);
}
if (fs.exists(configDefault)) {
Configuration defaultConf = new XConfiguration(fs.open(configDefault));
PropertiesUtils.checkDisallowedProperties(defaultConf, DISALLOWED_USER_PROPERTIES);
PropertiesUtils.checkDefaultDisallowedProperties(defaultConf);
XConfiguration.injectDefaults(defaultConf, conf);
}
PropertiesUtils.checkDisallowedProperties(conf, DISALLOWED_USER_PROPERTIES);
conf = ((XConfiguration) conf).resolve();
try {
newWfInstance = workflowLib.createInstance(app, conf, jobId);
}
catch (WorkflowException e) {
throw new CommandException(e);
}
String appName = ELUtils.resolveAppName(app.getName(), conf);
if (SLAService.isEnabled()) {
Element wfElem = XmlUtils.parseXml(app.getDefinition());
ELEvaluator evalSla = SubmitXCommand.createELEvaluatorForGroup(conf, ""wf-sla-submit"");
Element eSla = XmlUtils.getSLAElement(wfElem);
String jobSlaXml = null;
if (eSla != null) {
jobSlaXml = SubmitXCommand.resolveSla(eSla, evalSla);
}
writeSLARegistration(wfElem, jobSlaXml, newWfInstance.getId(),
conf.get(SubWorkflowActionExecutor.PARENT_ID), conf.get(OozieClient.USER_NAME), appName,
evalSla);
}
wfBean.setAppName(appName);
wfBean.setProtoActionConf(protoActionConf.toXmlString());
}
catch (WorkflowException ex) {
throw new CommandException(ex);
}
catch (IOException ex) {
throw new CommandException(ErrorCode.E0803, ex.getMessage(), ex);
}
catch (HadoopAccessorException ex) {
throw new CommandException(ex);
}
catch (URISyntaxException ex) {
throw new CommandException(ErrorCode.E0711, appPath, ex.getMessage(), ex);
}
catch (Exception ex) {
throw new CommandException(ErrorCode.E1007, ex.getMessage(), ex);
}
for (int i = 0; i < actions.size(); i++) {
if (!nodesToSkip.contains(actions.get(i).getName()) &&
!(conf.getBoolean(OozieClient.RERUN_FAIL_NODES, false) &&
SubWorkflowActionExecutor.ACTION_TYPE.equals(actions.get(i).getType()))) {
deleteList.add(actions.get(i));
LOG.info(""Deleting Action[{0}] for re-run"", actions.get(i).getId());
}
else {
copyActionData(newWfInstance, oldWfInstance);
}
}
wfBean.setAppPath(conf.get(OozieClient.APP_PATH));
wfBean.setConf(XmlUtils.prettyPrint(conf).toString());
wfBean.setLogToken(conf.get(OozieClient.LOG_TOKEN, """"));
wfBean.setUser(conf.get(OozieClient.USER_NAME));
String group = ConfigUtils.getWithDeprecatedCheck(conf, OozieClient.JOB_ACL, OozieClient.GROUP_NAME, null);
wfBean.setGroup(group);
wfBean.setExternalId(conf.get(OozieClient.EXTERNAL_ID));
wfBean.setEndTime(null);
wfBean.setRun(wfBean.getRun() + 1);
wfBean.setStatus(WorkflowJob.Status.PREP);
wfBean.setWorkflowInstance(newWfInstance);
try {
wfBean.setLastModifiedTime(new Date());
updateList.add(new UpdateEntry<WorkflowJobQuery>(WorkflowJobQuery.UPDATE_WORKFLOW_RERUN, wfBean));
BatchQueryExecutor.getInstance().executeBatchInsertUpdateDelete(null, updateList, deleteList);
}
catch (JPAExecutorException je) {
throw new CommandException(je);
}
finally {
updateParentIfNecessary(wfBean);
}
}","- PropertiesUtils.checkDisallowedProperties(defaultConf, DISALLOWED_DEFAULT_PROPERTIES);+ PropertiesUtils.checkDisallowedProperties(defaultConf, DISALLOWED_USER_PROPERTIES);+ PropertiesUtils.checkDefaultDisallowedProperties(defaultConf);",1
4447,9730cd6a3bbb481ee4e400b51952b537589c469d,ProjectKB,"public class main {
public ScimUser create(final ScimUser user) {
validate(user);
logger.debug(""Creating new user: "" + user.getUserName());
final String id = UUID.randomUUID().toString();
final String identityZoneId = IdentityZoneHolder.get().getId();
final String origin = StringUtils.hasText(user.getOrigin()) ? user.getOrigin() : Origin.UAA;
try {
jdbcTemplate.update(CREATE_USER_SQL, new PreparedStatementSetter() {
@Override
public void setValues(PreparedStatement ps) throws SQLException {
Timestamp t = new Timestamp(new Date().getTime());
ps.setString(1, id);
ps.setInt(2, user.getVersion());
ps.setTimestamp(3, t);
ps.setTimestamp(4, t);
ps.setString(5, user.getUserName());
ps.setString(6, user.getPrimaryEmail());
if (user.getName() == null) {
ps.setString(7, null);
ps.setString(8, null);
}
else {
ps.setString(7, user.getName().getGivenName());
ps.setString(8, user.getName().getFamilyName());
}
ps.setBoolean(9, user.isActive());
String phoneNumber = extractPhoneNumber(user);
ps.setString(10, phoneNumber);
ps.setBoolean(11, user.isVerified());
ps.setString(12, origin);
ps.setString(13, StringUtils.hasText(user.getExternalId())?user.getExternalId():null);
ps.setString(14, identityZoneId);
ps.setString(15, user.getSalt());
ps.setTimestamp(16, t);
ps.setString(17, user.getPassword());
}
});
} catch (DuplicateKeyException e) {
ScimUser existingUser = query(""userName eq \"""" + user.getUserName() + ""\"" and origin eq \"""" + (StringUtils.hasText(user.getOrigin())? user.getOrigin() : Origin.UAA) + ""\"""").get(0);
Map<String,Object> userDetails = new HashMap<>();
userDetails.put(""active"", existingUser.isActive());
userDetails.put(""verified"", existingUser.isVerified());
userDetails.put(""user_id"", existingUser.getId());
throw new ScimResourceAlreadyExistsException(""Username already in use: "" + existingUser.getUserName(), userDetails);
}
return retrieve(id);
}
}","public class main {
public ScimUser create(final ScimUser user) {
validate(user);
logger.debug(""Creating new user: "" + user.getUserName());
final String id = UUID.randomUUID().toString();
final String identityZoneId = IdentityZoneHolder.get().getId();
final String origin = StringUtils.hasText(user.getOrigin()) ? user.getOrigin() : Origin.UAA;
try {
jdbcTemplate.update(CREATE_USER_SQL, new PreparedStatementSetter() {
@Override
public void setValues(PreparedStatement ps) throws SQLException {
Timestamp t = new Timestamp(new Date().getTime());
ps.setString(1, id);
ps.setInt(2, user.getVersion());
ps.setTimestamp(3, t);
ps.setTimestamp(4, t);
ps.setString(5, user.getUserName());
ps.setString(6, user.getPrimaryEmail());
if (user.getName() == null) {
ps.setString(7, null);
ps.setString(8, null);
}
else {
ps.setString(7, user.getName().getGivenName());
ps.setString(8, user.getName().getFamilyName());
}
ps.setBoolean(9, user.isActive());
String phoneNumber = extractPhoneNumber(user);
ps.setString(10, phoneNumber);
ps.setBoolean(11, user.isVerified());
ps.setString(12, origin);
ps.setString(13, StringUtils.hasText(user.getExternalId())?user.getExternalId():null);
ps.setString(14, identityZoneId);
ps.setString(15, user.getSalt());
ps.setTimestamp(16, getPasswordLastModifiedTimestamp(t));
ps.setString(17, user.getPassword());
}
});
} catch (DuplicateKeyException e) {
ScimUser existingUser = query(""userName eq \"""" + user.getUserName() + ""\"" and origin eq \"""" + (StringUtils.hasText(user.getOrigin())? user.getOrigin() : Origin.UAA) + ""\"""").get(0);
Map<String,Object> userDetails = new HashMap<>();
userDetails.put(""active"", existingUser.isActive());
userDetails.put(""verified"", existingUser.isVerified());
userDetails.put(""user_id"", existingUser.getId());
throw new ScimResourceAlreadyExistsException(""Username already in use: "" + existingUser.getUserName(), userDetails);
}
return retrieve(id);
}
}","- ps.setTimestamp(16, t);+ ps.setTimestamp(16, getPasswordLastModifiedTimestamp(t));",1
10771,632951898a2f1474f699094200367fb405397127,ProjectKB,"public class main {
public void getMostRecentCredentialVersion_whenTheCredentialExists_returnsDataResponse() {
when(credentialDataService.findMostRecent(CREDENTIAL_NAME))
.thenReturn(version1);
when(permissionService.hasPermission(USER, CREDENTIAL_NAME, READ))
.thenReturn(true);
DataResponse response = subject.getMostRecentCredentialVersion(
userContext,
newArrayList(), CREDENTIAL_NAME
);
List<CredentialView> responseCredentials = response.getData();
assertThat(responseCredentials, hasSize(1));
assertThat(responseCredentials.get(0).getName(), equalTo(CREDENTIAL_NAME));
assertThat(responseCredentials.get(0).getVersionCreatedAt(), equalTo(VERSION1_CREATED_AT));
}
}","public class main {
public void getMostRecentCredentialVersion_whenTheCredentialExists_returnsDataResponse() {
when(credentialDataService.findMostRecent(CREDENTIAL_NAME))
.thenReturn(version1);
when(permissionService.hasPermission(USER, CREDENTIAL_NAME, READ))
.thenReturn(true);
Credential credential = subject.getMostRecentCredentialVersion(
userContext,
newArrayList(), CREDENTIAL_NAME
);
assertThat(credential.getName(), equalTo(CREDENTIAL_NAME));
assertThat(credential.getVersionCreatedAt(), equalTo(VERSION1_CREATED_AT));
}
}","- DataResponse response = subject.getMostRecentCredentialVersion(+ Credential credential = subject.getMostRecentCredentialVersion(- List<CredentialView> responseCredentials = response.getData();- assertThat(responseCredentials, hasSize(1));- assertThat(responseCredentials.get(0).getName(), equalTo(CREDENTIAL_NAME));+ assertThat(credential.getName(), equalTo(CREDENTIAL_NAME));- assertThat(responseCredentials.get(0).getVersionCreatedAt(), equalTo(VERSION1_CREATED_AT));+ assertThat(credential.getVersionCreatedAt(), equalTo(VERSION1_CREATED_AT));",1
14566,8ffa920d3894634aa078f0fdf6b02d270262caf,ProjectKB,"public class main {
public static CuratorFramework createZKClient(Map<String, Object> conf) {
@SuppressWarnings(""unchecked"")
List<String> zkServers = (List<String>) conf.get(Config.STORM_ZOOKEEPER_SERVERS);
Object port = conf.get(Config.STORM_ZOOKEEPER_PORT);
ZookeeperAuthInfo zkAuthInfo = new ZookeeperAuthInfo(conf);
CuratorFramework zkClient = CuratorUtils.newCurator(conf, zkServers, port, (String) conf.get(Config.STORM_ZOOKEEPER_ROOT), zkAuthInfo);
zkClient.start();
return zkClient;
}
}","public class main {
public static CuratorFramework createZKClient(Map<String, Object> conf, DaemonType type) {
@SuppressWarnings(""unchecked"")
List<String> zkServers = (List<String>) conf.get(Config.STORM_ZOOKEEPER_SERVERS);
Object port = conf.get(Config.STORM_ZOOKEEPER_PORT);
ZookeeperAuthInfo zkAuthInfo = new ZookeeperAuthInfo(conf);
CuratorFramework zkClient = CuratorUtils.newCurator(conf, zkServers, port,
(String) conf.get(Config.STORM_ZOOKEEPER_ROOT), zkAuthInfo, type.getDefaultZkAcls(conf));
zkClient.start();
return zkClient;
}
}","- public static CuratorFramework createZKClient(Map<String, Object> conf) {+ public static CuratorFramework createZKClient(Map<String, Object> conf, DaemonType type) {- CuratorFramework zkClient = CuratorUtils.newCurator(conf, zkServers, port, (String) conf.get(Config.STORM_ZOOKEEPER_ROOT), zkAuthInfo);+ CuratorFramework zkClient = CuratorUtils.newCurator(conf, zkServers, port,+ (String) conf.get(Config.STORM_ZOOKEEPER_ROOT), zkAuthInfo, type.getDefaultZkAcls(conf));",1
4817,2f489a41ebd06eb14197f8a66afae86ac1397f42,ProjectKB,"public class main {
public void invoke(RealmResource realm) {
realm.clients().get(foo.getId()).getProtocolMappers().update(""nosuch"", new ProtocolMapperRepresentation());
}
}","public class main {
public void invoke(RealmResource realm) {
clients.get(""master-admin"").realms().create(RealmBuilder.create().name(""master"").build());
}
}","- realm.clients().get(foo.getId()).getProtocolMappers().update(""nosuch"", new ProtocolMapperRepresentation());+ clients.get(""master-admin"").realms().create(RealmBuilder.create().name(""master"").build());",1
7063,8386d8f7260143802553bc6dbae2880d6c0bafda,ProjectKB,"public class main {
public static void setup() {
XStreamTestUtils.setPermissionSystemProperty("""");
}
}","public class main {
public static void setup() {
XStreamTestUtils.setPermissionSystemProperty("""");
}
}","+ xstreamDefinition.setPermissions(PurchaseOrder.class, PurchaseHistory.class);+ xstreamDefinition.setPermissions(PurchaseOrder.class, PurchaseHistory.class);+ xStreamDataFormat.setPermissions(""+6org.apache.camel.dataformat.xstream.*"");",1
11777,e7a4b53f799685e337972dd36ba0253c04bcc01,ProjectKB,"public class main {
protected XStream createXStream() {
XStream xstream = null;
if (brokerContext != null) {
Map<String, XStream> beans = brokerContext.getBeansOfType(XStream.class);
for (XStream bean : beans.values()) {
if (bean != null) {
xstream = bean;
break;
}
}
}
if (xstream == null) {
xstream = new XStream();
xstream.ignoreUnknownElements();
}
xstream.registerConverter(new AbstractSingleValueConverter() {
@Override
public Object fromString(String str) {
return str;
}
@SuppressWarnings(""rawtypes"")
@Override
public boolean canConvert(Class type) {
return type.equals(UTF8Buffer.class);
}
});
xstream.alias(""string"", UTF8Buffer.class);
return xstream;
}
}","public class main {
protected XStream createXStream() {
XStream xstream = null;
if (brokerContext != null) {
Map<String, XStream> beans = brokerContext.getBeansOfType(XStream.class);
for (XStream bean : beans.values()) {
if (bean != null) {
xstream = bean;
break;
}
}
}
if (xstream == null) {
xstream = XStreamSupport.createXStream();
xstream.ignoreUnknownElements();
}
xstream.registerConverter(new AbstractSingleValueConverter() {
@Override
public Object fromString(String str) {
return str;
}
@SuppressWarnings(""rawtypes"")
@Override
public boolean canConvert(Class type) {
return type.equals(UTF8Buffer.class);
}
});
xstream.alias(""string"", UTF8Buffer.class);
return xstream;
}
}",- xstream = new XStream();+ xstream = XStreamSupport.createXStream();,1
19109,5fa7ac68c0e4251c93056d9982db5e794e04ebfa,ProjectKB,"public class main {
public Void call(HttpServerExchange exchange, Object ignore) throws Exception {
final ApplicationListeners listeners = createListeners();
listeners.start();
deployment.setApplicationListeners(listeners);
createServletsAndFilters(deployment, deploymentInfo);
initializeTempDir(servletContext, deploymentInfo);
for (final ServletContainerInitializerInfo sci : deploymentInfo.getServletContainerInitializers()) {
final InstanceHandle<? extends ServletContainerInitializer> instance = sci.getInstanceFactory().createInstance();
try {
instance.getInstance().onStartup(sci.getHandlesTypes(), servletContext);
} finally {
instance.release();
}
}
deployment.getSessionManager().registerSessionListener(new SessionListenerBridge(deployment, listeners, servletContext));
for(SessionListener listener : deploymentInfo.getSessionListeners()) {
deployment.getSessionManager().registerSessionListener(listener);
}
initializeErrorPages(deployment, deploymentInfo);
initializeMimeMappings(deployment, deploymentInfo);
listeners.contextInitialized();
HttpHandler wrappedHandlers = ServletDispatchingHandler.INSTANCE;
wrappedHandlers = wrapHandlers(wrappedHandlers, deploymentInfo.getInnerHandlerChainWrappers());
if(!deploymentInfo.isSecurityDisabled()) {
HttpHandler securityHandler = setupSecurityHandlers(wrappedHandlers);
wrappedHandlers = new PredicateHandler(DispatcherTypePredicate.REQUEST, securityHandler, wrappedHandlers);
}
HttpHandler outerHandlers = wrapHandlers(wrappedHandlers, deploymentInfo.getOuterHandlerChainWrappers());
wrappedHandlers = new PredicateHandler(DispatcherTypePredicate.REQUEST, outerHandlers, wrappedHandlers);
wrappedHandlers = handleDevelopmentModePersistentSessions(wrappedHandlers, deploymentInfo, deployment.getSessionManager(), servletContext);
MetricsCollector metrics = deploymentInfo.getMetricsCollector();
if(metrics != null) {
wrappedHandlers = new MetricsChainHandler(wrappedHandlers, metrics, deployment);
}
if( deploymentInfo.getCrawlerSessionManagerConfig() != null ) {
wrappedHandlers = new CrawlerSessionManagerHandler(deploymentInfo.getCrawlerSessionManagerConfig(), wrappedHandlers);
}
final ServletInitialHandler servletInitialHandler = SecurityActions.createServletInitialHandler(deployment.getServletPaths(), wrappedHandlers, deployment, servletContext);
HttpHandler initialHandler = wrapHandlers(servletInitialHandler, deployment.getDeploymentInfo().getInitialHandlerChainWrappers());
initialHandler = new HttpContinueReadHandler(initialHandler);
if(deploymentInfo.getUrlEncoding() != null) {
initialHandler = Handlers.urlDecodingHandler(deploymentInfo.getUrlEncoding(), initialHandler);
}
deployment.setInitialHandler(initialHandler);
deployment.setServletHandler(servletInitialHandler);
deployment.getServletPaths().invalidate();                     servletContext.initDone();
return null;
}
}","public class main {
public Void call(HttpServerExchange exchange, Object ignore) throws Exception {
final ApplicationListeners listeners = createListeners();
listeners.start();
deployment.setApplicationListeners(listeners);
createServletsAndFilters(deployment, deploymentInfo);
initializeTempDir(servletContext, deploymentInfo);
for (final ServletContainerInitializerInfo sci : deploymentInfo.getServletContainerInitializers()) {
final InstanceHandle<? extends ServletContainerInitializer> instance = sci.getInstanceFactory().createInstance();
try {
instance.getInstance().onStartup(sci.getHandlesTypes(), servletContext);
} finally {
instance.release();
}
}
deployment.getSessionManager().registerSessionListener(new SessionListenerBridge(deployment, listeners, servletContext));
for(SessionListener listener : deploymentInfo.getSessionListeners()) {
deployment.getSessionManager().registerSessionListener(listener);
}
initializeErrorPages(deployment, deploymentInfo);
initializeMimeMappings(deployment, deploymentInfo);
listeners.contextInitialized();
HttpHandler wrappedHandlers = ServletDispatchingHandler.INSTANCE;
wrappedHandlers = wrapHandlers(wrappedHandlers, deploymentInfo.getInnerHandlerChainWrappers());
wrappedHandlers = new RedirectDirHandler(wrappedHandlers, deployment.getServletPaths());
if(!deploymentInfo.isSecurityDisabled()) {
HttpHandler securityHandler = setupSecurityHandlers(wrappedHandlers);
wrappedHandlers = new PredicateHandler(DispatcherTypePredicate.REQUEST, securityHandler, wrappedHandlers);
}
HttpHandler outerHandlers = wrapHandlers(wrappedHandlers, deploymentInfo.getOuterHandlerChainWrappers());
wrappedHandlers = new PredicateHandler(DispatcherTypePredicate.REQUEST, outerHandlers, wrappedHandlers);
wrappedHandlers = handleDevelopmentModePersistentSessions(wrappedHandlers, deploymentInfo, deployment.getSessionManager(), servletContext);
MetricsCollector metrics = deploymentInfo.getMetricsCollector();
if(metrics != null) {
wrappedHandlers = new MetricsChainHandler(wrappedHandlers, metrics, deployment);
}
if( deploymentInfo.getCrawlerSessionManagerConfig() != null ) {
wrappedHandlers = new CrawlerSessionManagerHandler(deploymentInfo.getCrawlerSessionManagerConfig(), wrappedHandlers);
}
final ServletInitialHandler servletInitialHandler = SecurityActions.createServletInitialHandler(deployment.getServletPaths(), wrappedHandlers, deployment, servletContext);
HttpHandler initialHandler = wrapHandlers(servletInitialHandler, deployment.getDeploymentInfo().getInitialHandlerChainWrappers());
initialHandler = new HttpContinueReadHandler(initialHandler);
if(deploymentInfo.getUrlEncoding() != null) {
initialHandler = Handlers.urlDecodingHandler(deploymentInfo.getUrlEncoding(), initialHandler);
}
deployment.setInitialHandler(initialHandler);
deployment.setServletHandler(servletInitialHandler);
deployment.getServletPaths().invalidate();                     servletContext.initDone();
return null;
}
}","+ wrappedHandlers = new RedirectDirHandler(wrappedHandlers, deployment.getServletPaths());",1
16957,b8fc78ec6c367cbe2a40a674eaec64ac3d7d1ec,ProjectKB,"public class main {
public Response processControlCommand(ControlCommand command) throws Exception {
onControlCommand(command);
return null;
}
}","public class main {
public Response processControlCommand(ControlCommand command) throws Exception {
return null;
}
}",- onControlCommand(command);,1
13647,5a29daedeb5ac7e9e2af87ce1a7bbfad230d5c8,ProjectKB,"public class main {
private void sendPackets() throws InterruptedException {
long traceMask = ZooTrace.SERVER_PACKET_TRACE_MASK;
while (true) {
try {
QuorumPacket p;
p = queuedPackets.poll();
if (p == null) {
bufferedOutput.flush();
p = queuedPackets.take();
}
if (p == proposalOfDeath) {
break;
}
if (p.getType() == Leader.PING) {
traceMask = ZooTrace.SERVER_PING_TRACE_MASK;
}
if (p.getType() == Leader.PROPOSAL) {
syncLimitCheck.updateProposal(p.getZxid(), System.nanoTime());
}
if (LOG.isTraceEnabled()) {
ZooTrace.logQuorumPacket(LOG, traceMask, 'o', p);
}
oa.writeRecord(p, ""packet"");
} catch (IOException e) {
if (!sock.isClosed()) {
LOG.warn(""Unexpected exception at "" + this, e);
try {
sock.close();
} catch(IOException ie) {
LOG.warn(""Error closing socket for handler "" + this, ie);
}
}
break;
}
}
}
}","public class main {
private void sendPackets() throws InterruptedException {
long traceMask = ZooTrace.SERVER_PACKET_TRACE_MASK;
while (true) {
try {
QuorumPacket p;
p = queuedPackets.poll();
if (p == null) {
bufferedOutput.flush();
p = queuedPackets.take();
}
if (p == proposalOfDeath) {
break;
}
if (p.getType() == Leader.PING) {
traceMask = ZooTrace.SERVER_PING_TRACE_MASK;
}
if (p.getType() == Leader.PROPOSAL) {
syncLimitCheck.updateProposal(p.getZxid(), System.nanoTime());
}
if (LOG.isTraceEnabled()) {
ZooTrace.logQuorumPacket(LOG, traceMask, 'o', p);
}
oa.writeRecord(p, ""packet"");
} catch (IOException e) {
if (!sock.isClosed()) {
LOG.warn(""Unexpected exception at "" + this, e);
try {
sock.close();
} catch(IOException ie) {
LOG.warn(""Error closing socket for handler "" + this, ie);
}
}
break;
}
}",- }- },1
17618,b9696ac80bb496b52d05c3884f81b0746d9af9e2,ProjectKB,"public class main {
private boolean evaluate(byte[] data) {
try {
InputSource inputSource = new InputSource(new ByteArrayInputStream(data));
return ((Boolean)expression.evaluate(inputSource, XPathConstants.BOOLEAN)).booleanValue();
} catch (XPathExpressionException e) {
return false;
}
}
}","public class main {
private boolean evaluate(byte[] data) {
try {
InputSource inputSource = new InputSource(new ByteArrayInputStream(data));
Document inputDocument = builder.parse(inputSource);
return ((Boolean) xpath.evaluate(xpathExpression, inputDocument, XPathConstants.BOOLEAN)).booleanValue();
} catch (Exception e) {
return false;
}
}
}","+ Document inputDocument = builder.parse(inputSource);- return ((Boolean)expression.evaluate(inputSource, XPathConstants.BOOLEAN)).booleanValue();+ return ((Boolean) xpath.evaluate(xpathExpression, inputDocument, XPathConstants.BOOLEAN)).booleanValue();- } catch (XPathExpressionException e) {+ } catch (Exception e) {",1
17714,0330c1c0b62f3c2e6a4744048578dea55193b62,ProjectKB,"public class main {
public void setShort(int parameterIndex, short x) throws SQLException {
this.parameters.put(parameterIndex,""""+x);
}
}","public class main {
public void setShort(int parameterIndex, short x) throws SQLException {
this.parameters.put(parameterIndex,""""+x);
}
private String replaceBackSlashSingleQuote(String x) {
StringBuffer newX = new StringBuffer();
for (int i = 0; i < x.length(); i++) {
char c = x.charAt(i);
if (c == '\\' && i < x.length()-1) {
char c1 = x.charAt(i+1);
if (c1 == '\'') {
newX.append(c1);
} else {
newX.append(c);
newX.append(c1);
}
i++;
} else {
newX.append(c);
}
}
}",+ }+ private String replaceBackSlashSingleQuote(String x) {+ StringBuffer newX = new StringBuffer();+ for (int i = 0; i < x.length(); i++) {+ char c = x.charAt(i);+ if (c == '\\' && i < x.length()-1) {+ char c1 = x.charAt(i+1);+ if (c1 == '\'') {+ newX.append(c1);+ } else {+ newX.append(c);+ newX.append(c1);+ }+ i++;+ } else {+ newX.append(c);+ },1
